compteur_id,date_mesure,consommation,type_energie,unite
EAU_001,2025-01-07 21:00:00,3.865,eau,m3
EAU_001,2025-01-07 22:00:00,4.761,eau,m3
EAU_001,2025-01-07 23:00:00,2.664,eau,m3
EAU_001,2025-01-08 00:00:00,3.136,eau,m3
EAU_001,2025-01-08 01:00:00,3.144,eau,m3
EAU_001,2025-01-08 02:00:00,0.765,eau,m3
EAU_001,2025-01-08 03:00:00,3.14,eau,m3
EAU_001,2025-01-08 04:00:00,0.552,eau,m3
EAU_001,2025-01-08 05:00:00,4.709,eau,m3
EAU_001,2025-01-08 06:00:00,,eau,m3
EAU_001,2025-01-08 07:00:00,4.754,eau,m3
EAU_001,2025-01-08 08:00:00,1.983,eau,m3
EAU_001,2025-01-08 09:00:00,3.242,eau,m3
EAU_001,2025-01-08 10:00:00,2.035,eau,m3
EAU_001,2025-01-08 11:00:00,0.213,eau,m3
EAU_001,2025-01-08 12:00:00,3.029,eau,m3
EAU_001,2025-01-08 13:00:00,4.221,eau,m3
EAU_001,2025-01-08 14:00:00,3.776,eau,m3
EAU_001,2025-01-08 15:00:00,3.543,eau,m3
EAU_001,2025-01-08 16:00:00,4.815,eau,m3
EAU_001,2025-01-08 17:00:00,1.987,eau,m3
EAU_001,2025-01-08 18:00:00,2.468,eau,m3
EAU_001,2025-01-08 19:00:00,0.247,eau,m3
EAU_001,2025-01-08 20:00:00,3.272,eau,m3
EAU_001,2025-01-08 21:00:00,0.861,eau,m3
EAU_001,2025-01-08 22:00:00,0.875,eau,m3
EAU_001,2025-01-08 23:00:00,3.08,eau,m3
EAU_001,2025-01-09 00:00:00,2.527,eau,m3
EAU_001,2025-01-09 01:00:00,0.302,eau,m3
EAU_001,2025-01-09 02:00:00,1.008,eau,m3
EAU_001,2025-01-09 03:00:00,1.885,eau,m3
EAU_001,2025-01-09 04:00:00,3.464,eau,m3
EAU_001,2025-01-09 05:00:00,4.989,eau,m3
EAU_001,2025-01-09 06:00:00,4.049,eau,m3
EAU_001,2025-01-09 07:00:00,2.09,eau,m3
EAU_001,2025-01-09 08:00:00,3.866,eau,m3
EAU_001,2025-01-09 09:00:00,1.34,eau,m3
EAU_001,2025-01-09 10:00:00,2.505,eau,m3
EAU_001,2025-01-09 11:00:00,4.968,eau,m3
EAU_001,2025-01-09 12:00:00,3.633,eau,m3
EAU_001,2025-01-09 13:00:00,4.233,eau,m3
EAU_001,2025-01-09 14:00:00,1.387,eau,m3
EAU_001,2025-01-09 15:00:00,2.631,eau,m3
EAU_001,2025-01-09 16:00:00,1.489,eau,m3
EAU_001,2025-01-09 17:00:00,2.955,eau,m3
EAU_001,2025-01-09 18:00:00,0.833,eau,m3
EAU_001,2025-01-09 19:00:00,4.292,eau,m3
EAU_001,2025-01-09 20:00:00,3.482,eau,m3
EAU_001,2025-01-09 21:00:00,3.998,eau,m3
EAU_001,2025-01-09 22:00:00,3.937,eau,m3
EAU_001,2025-01-09 23:00:00,4.935,eau,m3
EAU_001,2025-01-10 00:00:00,3.059,eau,m3
EAU_001,2025-01-10 01:00:00,1.465,eau,m3
EAU_001,2025-01-10 02:00:00,1.661,eau,m3
EAU_001,2025-01-10 03:00:00,0.472,eau,m3
EAU_001,2025-01-10 04:00:00,4.435,eau,m3
EAU_001,2025-01-10 05:00:00,2.522,eau,m3
EAU_001,2025-01-10 06:00:00,4.2,eau,m3
EAU_001,2025-01-10 07:00:00,1.931,eau,m3
EAU_001,2025-01-10 08:00:00,0.202,eau,m3
EAU_001,2025-01-10 09:00:00,3.063,eau,m3
EAU_001,2025-01-10 10:00:00,2.309,eau,m3
EAU_001,2025-01-10 11:00:00,4.123,eau,m3
EAU_001,2025-01-10 12:00:00,0.733,eau,m3
EAU_001,2025-01-10 13:00:00,4.442,eau,m3
EAU_001,2025-01-10 14:00:00,0.527,eau,m3
EAU_001,2025-01-10 15:00:00,2.658,eau,m3
EAU_001,2025-01-10 16:00:00,3.254,eau,m3
EAU_001,2025-01-10 17:00:00,0.346,eau,m3
EAU_001,2025-01-10 18:00:00,2.689,eau,m3
EAU_001,2025-01-10 19:00:00,4.47,eau,m3
EAU_001,2025-01-10 20:00:00,4.502,eau,m3
EAU_001,2025-01-10 21:00:00,1.212,eau,m3
EAU_001,2025-01-10 22:00:00,0.311,eau,m3
EAU_001,2025-01-10 23:00:00,4.148,eau,m3
EAU_001,2025-01-11 00:00:00,4.108,eau,m3
EAU_001,2025-01-11 01:00:00,1.418,eau,m3
EAU_001,2025-01-11 02:00:00,4.236,eau,m3
EAU_001,2025-01-11 03:00:00,4.908,eau,m3
EAU_001,2025-01-11 04:00:00,4.799,eau,m3
EAU_001,2025-01-11 05:00:00,2.573,eau,m3
EAU_001,2025-01-11 06:00:00,4.609,eau,m3
EAU_001,2025-01-11 07:00:00,0.749,eau,m3
EAU_001,2025-01-11 08:00:00,4.951,eau,m3
EAU_001,2025-01-11 09:00:00,1.493,eau,m3
EAU_001,2025-01-11 10:00:00,4.403,eau,m3
EAU_001,2025-01-11 11:00:00,0.347,eau,m3
EAU_001,2025-01-11 12:00:00,4.933,eau,m3
EAU_001,2025-01-11 13:00:00,4.091,eau,m3
EAU_001,2025-01-11 14:00:00,1.827,eau,m3
EAU_001,2025-01-11 15:00:00,0.906,eau,m3
EAU_001,2025-01-11 16:00:00,4.015,eau,m3
EAU_001,2025-01-11 17:00:00,4.104,eau,m3
EAU_001,2025-01-11 18:00:00,2.266,eau,m3
EAU_001,2025-01-11 19:00:00,3.946,eau,m3
EAU_001,2025-01-11 20:00:00,3.411,eau,m3
EAU_001,2025-01-11 21:00:00,1.189,eau,m3
EAU_001,2025-01-11 22:00:00,0.637,eau,m3
EAU_001,2025-01-11 23:00:00,2.236,eau,m3
EAU_001,2025-01-12 00:00:00,4.887,eau,m3
EAU_001,2025-01-12 01:00:00,1.031,eau,m3
EAU_001,2025-01-12 02:00:00,3.255,eau,m3
EAU_001,2025-01-12 03:00:00,2.131,eau,m3
EAU_001,2025-01-12 04:00:00,3.236,eau,m3
EAU_001,2025-01-12 05:00:00,2.748,eau,m3
EAU_001,2025-01-12 06:00:00,1.603,eau,m3
EAU_001,2025-01-12 07:00:00,2.568,eau,m3
EAU_001,2025-01-12 08:00:00,1.795,eau,m3
EAU_001,2025-01-12 09:00:00,0.27,eau,m3
EAU_001,2025-01-12 10:00:00,2.766,eau,m3
EAU_001,2025-01-12 11:00:00,3.495,eau,m3
EAU_001,2025-01-12 12:00:00,3.61,eau,m3
EAU_001,2025-01-12 13:00:00,3.38,eau,m3
EAU_001,2025-01-12 14:00:00,2.662,eau,m3
EAU_001,2025-01-12 15:00:00,4.704,eau,m3
EAU_001,2025-01-12 16:00:00,1.608,eau,m3
EAU_001,2025-01-12 17:00:00,4.645,eau,m3
EAU_001,2025-01-12 18:00:00,3.755,eau,m3
EAU_001,2025-01-12 19:00:00,4.97,eau,m3
EAU_001,2025-01-12 20:00:00,2.302,eau,m3
EAU_001,2025-01-12 21:00:00,1.681,eau,m3
EAU_001,2025-01-12 22:00:00,1.633,eau,m3
EAU_001,2025-01-12 23:00:00,2.964,eau,m3
EAU_001,2025-01-13 00:00:00,1.048,eau,m3
EAU_001,2025-01-13 01:00:00,4.098,eau,m3
EAU_001,2025-01-13 02:00:00,3.602,eau,m3
EAU_001,2025-01-13 03:00:00,0.782,eau,m3
EAU_001,2025-01-13 04:00:00,0.693,eau,m3
EAU_001,2025-01-13 05:00:00,0.824,eau,m3
EAU_001,2025-01-13 06:00:00,4.604,eau,m3
EAU_001,2025-01-13 07:00:00,0.522,eau,m3
EAU_001,2025-01-13 08:00:00,1.942,eau,m3
EAU_001,2025-01-13 09:00:00,3.086,eau,m3
EAU_001,2025-01-13 10:00:00,2.462,eau,m3
EAU_001,2025-01-13 11:00:00,2.768,eau,m3
EAU_001,2025-01-13 12:00:00,0.854,eau,m3
EAU_001,2025-01-13 13:00:00,0.435,eau,m3
EAU_001,2025-01-13 14:00:00,4.68,eau,m3
EAU_001,2025-01-13 15:00:00,3.351,eau,m3
EAU_001,2025-01-13 16:00:00,2.77,eau,m3
EAU_001,2025-01-13 17:00:00,1.41,eau,m3
EAU_001,2025-01-13 18:00:00,1.279,eau,m3
EAU_001,2025-01-13 19:00:00,4.726,eau,m3
EAU_001,2025-01-13 20:00:00,4.301,eau,m3
EAU_001,2025-01-13 21:00:00,4.476,eau,m3
EAU_001,2025-01-13 22:00:00,3.509,eau,m3
EAU_001,2025-01-13 23:00:00,1.18,eau,m3
EAU_001,2025-01-14 00:00:00,2.859,eau,m3
EAU_001,2025-01-14 01:00:00,4.928,eau,m3
EAU_001,2025-01-14 02:00:00,3.288,eau,m3
EAU_001,2025-01-14 03:00:00,3.653,eau,m3
EAU_001,2025-01-14 04:00:00,4.992,eau,m3
EAU_001,2025-01-14 05:00:00,1.621,eau,m3
EAU_001,2025-01-14 06:00:00,0.281,eau,m3
EAU_001,2025-01-14 07:00:00,3.762,eau,m3
EAU_001,2025-01-14 08:00:00,3.681,eau,m3
EAU_001,2025-01-14 09:00:00,2.418,eau,m3
EAU_001,2025-01-14 10:00:00,4.703,eau,m3
EAU_001,2025-01-14 11:00:00,4.457,eau,m3
EAU_001,2025-01-14 12:00:00,1.664,eau,m3
EAU_001,2025-01-14 13:00:00,4.724,eau,m3
EAU_001,2025-01-14 14:00:00,0.456,eau,m3
EAU_001,2025-01-14 15:00:00,1.306,eau,m3
EAU_001,2025-01-14 16:00:00,3.001,eau,m3
EAU_001,2025-01-14 17:00:00,4.58,eau,m3
EAU_001,2025-01-14 18:00:00,4.849,eau,m3
EAU_001,2025-01-14 19:00:00,3.462,eau,m3
EAU_001,2025-01-14 20:00:00,4.523,eau,m3
EAU_001,2025-01-14 21:00:00,3.021,eau,m3
EAU_001,2025-01-14 22:00:00,2.568,eau,m3
EAU_001,2025-01-14 23:00:00,0.423,eau,m3
EAU_001,2025-01-15 00:00:00,3.904,eau,m3
EAU_001,2025-01-15 01:00:00,0.489,eau,m3
EAU_001,2025-01-15 02:00:00,0.223,eau,m3
EAU_001,2025-01-15 03:00:00,2.241,eau,m3
EAU_001,2025-01-15 04:00:00,4.735,eau,m3
EAU_001,2025-01-15 05:00:00,3.387,eau,m3
EAU_001,2025-01-15 06:00:00,3.679,eau,m3
EAU_001,2025-01-15 07:00:00,4.045,eau,m3
EAU_001,2025-01-15 08:00:00,1.292,eau,m3
EAU_001,2025-01-15 09:00:00,2.976,eau,m3
EAU_001,2025-01-15 10:00:00,4.148,eau,m3
EAU_001,2025-01-15 11:00:00,1.798,eau,m3
EAU_001,2025-01-15 12:00:00,3.795,eau,m3
EAU_001,2025-01-15 13:00:00,2.21,eau,m3
EAU_001,2025-01-15 14:00:00,0.466,eau,m3
EAU_001,2025-01-15 15:00:00,3.963,eau,m3
EAU_001,2025-01-15 16:00:00,4.568,eau,m3
EAU_001,2025-01-15 17:00:00,0.928,eau,m3
EAU_001,2025-01-15 18:00:00,2.242,eau,m3
EAU_001,2025-01-15 19:00:00,4.876,eau,m3
EAU_001,2025-01-15 20:00:00,2.004,eau,m3
EAU_001,2025-01-15 21:00:00,4.914,eau,m3
EAU_001,2025-01-15 22:00:00,2.247,eau,m3
EAU_001,2025-01-15 23:00:00,0.678,eau,m3
EAU_001,2025-01-16 00:00:00,1.805,eau,m3
EAU_001,2025-01-16 01:00:00,1.674,eau,m3
EAU_001,2025-01-16 02:00:00,0.87,eau,m3
EAU_001,2025-01-16 03:00:00,1.804,eau,m3
EAU_001,2025-01-16 04:00:00,4.69,eau,m3
EAU_001,2025-01-16 05:00:00,4.269,eau,m3
EAU_001,2025-01-16 06:00:00,3.693,eau,m3
EAU_001,2025-01-16 07:00:00,9566.89,eau,m3
EAU_001,2025-01-16 08:00:00,1.659,eau,m3
EAU_001,2025-01-16 09:00:00,3.097,eau,m3
EAU_001,2025-01-16 10:00:00,2.429,eau,m3
EAU_001,2025-01-16 11:00:00,2.471,eau,m3
EAU_001,2025-01-16 12:00:00,1.799,eau,m3
EAU_001,2025-01-16 13:00:00,0.92,eau,m3
EAU_001,2025-01-16 14:00:00,2.808,eau,m3
EAU_001,2025-01-16 15:00:00,0.635,eau,m3
EAU_001,2025-01-16 16:00:00,1.711,eau,m3
EAU_001,2025-01-16 17:00:00,0.952,eau,m3
EAU_001,2025-01-16 18:00:00,0.812,eau,m3
EAU_001,2025-01-16 19:00:00,1.316,eau,m3
EAU_001,2025-01-16 20:00:00,3.27,eau,m3
EAU_001,2025-01-16 21:00:00,0.562,eau,m3
EAU_001,2025-01-16 22:00:00,0.803,eau,m3
EAU_001,2025-01-16 23:00:00,4.781,eau,m3
EAU_001,2025-01-17 00:00:00,2.846,eau,m3
EAU_001,2025-01-17 01:00:00,2.709,eau,m3
EAU_001,2025-01-17 02:00:00,1.813,eau,m3
EAU_001,2025-01-17 03:00:00,4.407,eau,m3
EAU_001,2025-01-17 04:00:00,2.061,eau,m3
EAU_001,2025-01-17 05:00:00,3.836,eau,m3
EAU_001,2025-01-17 06:00:00,3.908,eau,m3
EAU_001,2025-01-17 07:00:00,2.693,eau,m3
EAU_001,2025-01-17 08:00:00,1.301,eau,m3
EAU_001,2025-01-17 09:00:00,3.947,eau,m3
EAU_001,2025-01-17 10:00:00,1.207,eau,m3
EAU_001,2025-01-17 11:00:00,2.287,eau,m3
EAU_001,2025-01-17 12:00:00,2.353,eau,m3
EAU_001,2025-01-17 13:00:00,3.75,eau,m3
EAU_001,2025-01-17 14:00:00,3.107,eau,m3
EAU_001,2025-01-17 15:00:00,2.056,eau,m3
EAU_001,2025-01-17 16:00:00,2.741,eau,m3
EAU_001,2025-01-17 17:00:00,0.821,eau,m3
EAU_001,2025-01-17 18:00:00,0.733,eau,m3
EAU_001,2025-01-17 19:00:00,1.605,eau,m3
EAU_001,2025-01-17 20:00:00,0.597,eau,m3
EAU_001,2025-01-17 21:00:00,1.119,eau,m3
EAU_001,2025-01-17 22:00:00,3.129,eau,m3
EAU_001,2025-01-17 23:00:00,3.217,eau,m3
EAU_001,2025-01-18 00:00:00,2.574,eau,m3
EAU_001,2025-01-18 01:00:00,3.443,eau,m3
EAU_001,2025-01-18 02:00:00,0.586,eau,m3
EAU_001,2025-01-18 03:00:00,4.253,eau,m3
EAU_001,2025-01-18 04:00:00,4.002,eau,m3
EAU_001,2025-01-18 05:00:00,0.798,eau,m3
EAU_001,2025-01-18 06:00:00,1.367,eau,m3
EAU_001,2025-01-18 07:00:00,0.295,eau,m3
EAU_001,2025-01-18 08:00:00,2.32,eau,m3
EAU_001,2025-01-18 09:00:00,4.257,eau,m3
EAU_001,2025-01-18 10:00:00,2.521,eau,m3
EAU_001,2025-01-18 11:00:00,0.501,eau,m3
EAU_001,2025-01-18 12:00:00,3.49,eau,m3
EAU_001,2025-01-18 13:00:00,1.399,eau,m3
EAU_001,2025-01-18 14:00:00,1.32,eau,m3
EAU_001,2025-01-18 15:00:00,2.735,eau,m3
EAU_001,2025-01-18 16:00:00,1.937,eau,m3
EAU_001,2025-01-18 17:00:00,2.621,eau,m3
EAU_001,2025-01-18 18:00:00,2.493,eau,m3
EAU_001,2025-01-18 19:00:00,2.589,eau,m3
EAU_001,2025-01-18 20:00:00,4.002,eau,m3
EAU_001,2025-01-18 21:00:00,3.211,eau,m3
EAU_001,2025-01-18 22:00:00,0.824,eau,m3
EAU_001,2025-01-18 23:00:00,0.543,eau,m3
EAU_001,2025-01-19 00:00:00,2.557,eau,m3
EAU_001,2025-01-19 01:00:00,4.169,eau,m3
EAU_001,2025-01-19 02:00:00,1.055,eau,m3
EAU_001,2025-01-19 03:00:00,1.536,eau,m3
EAU_001,2025-01-19 04:00:00,4.747,eau,m3
EAU_001,2025-01-19 05:00:00,1.008,eau,m3
EAU_001,2025-01-19 06:00:00,4.265,eau,m3
EAU_001,2025-01-19 07:00:00,0.94,eau,m3
EAU_001,2025-01-19 08:00:00,2.752,eau,m3
EAU_001,2025-01-19 09:00:00,1.542,eau,m3
EAU_001,2025-01-19 10:00:00,1.83,eau,m3
EAU_001,2025-01-19 11:00:00,3.16,eau,m3
EAU_001,2025-01-19 12:00:00,3.206,eau,m3
EAU_001,2025-01-19 13:00:00,4.634,eau,m3
EAU_001,2025-01-19 14:00:00,1.574,eau,m3
EAU_001,2025-01-19 15:00:00,1.579,eau,m3
EAU_001,2025-01-19 16:00:00,2.937,eau,m3
EAU_001,2025-01-19 17:00:00,3.233,eau,m3
EAU_001,2025-01-19 18:00:00,2.799,eau,m3
EAU_001,2025-01-19 19:00:00,2.934,eau,m3
EAU_001,2025-01-19 20:00:00,3.562,eau,m3
EAU_001,2025-01-19 21:00:00,3.017,eau,m3
EAU_001,2025-01-19 22:00:00,1.235,eau,m3
EAU_001,2025-01-19 23:00:00,4.301,eau,m3
EAU_001,2025-01-20 00:00:00,0.301,eau,m3
EAU_001,2025-01-20 01:00:00,4.869,eau,m3
EAU_001,2025-01-20 02:00:00,0.522,eau,m3
EAU_001,2025-01-20 03:00:00,2.611,eau,m3
EAU_001,2025-01-20 04:00:00,1.552,eau,m3
EAU_001,2025-01-20 05:00:00,1.701,eau,m3
EAU_001,2025-01-20 06:00:00,1.175,eau,m3
EAU_001,2025-01-20 07:00:00,1.982,eau,m3
EAU_001,2025-01-20 08:00:00,0.378,eau,m3
EAU_001,2025-01-20 09:00:00,2.296,eau,m3
EAU_001,2025-01-20 10:00:00,1.866,eau,m3
EAU_001,2025-01-20 11:00:00,3.408,eau,m3
EAU_001,2025-01-20 12:00:00,0.473,eau,m3
EAU_001,2025-01-20 13:00:00,2.253,eau,m3
EAU_001,2025-01-20 14:00:00,3.48,eau,m3
EAU_001,2025-01-20 15:00:00,1.989,eau,m3
EAU_001,2025-01-20 16:00:00,0.416,eau,m3
EAU_001,2025-01-20 17:00:00,4.765,eau,m3
EAU_001,2025-01-20 18:00:00,2.258,eau,m3
EAU_001,2025-01-20 19:00:00,2.962,eau,m3
EAU_001,2025-01-20 20:00:00,1.989,eau,m3
EAU_001,2025-01-20 21:00:00,2.22,eau,m3
EAU_001,2025-01-20 22:00:00,0.602,eau,m3
EAU_001,2025-01-20 23:00:00,4.226,eau,m3
