id_region,id_batiment,date_rapport,emission_CO2_kg,taux_recyclage
REG05,BAT010,2025-01-16,572,0.17
REG05,BAT021,2025-01-16,907,0.71
REG05,BAT025,2025-01-17,2115,0.75
REG05,BAT005,2025-01-18,1114,0.81
REG05,BAT025,2025-01-18,2128,0.35
REG05,BAT023,2025-01-18,1474,0.22
REG05,BAT020,2025-01-19,463,0.51
REG05,BAT025,2025-01-19,387,0.25
REG05,BAT020,2025-01-19,1401,0.79
REG05,BAT019,2025-01-19,2822,0.94
REG05,BAT037,2025-01-20,2220,0.8
REG05,BAT015,"Jan 20, 2025",2970,0.91
REG05,BAT015,2025-01-20,346,0.57
REG05,BAT019,2025-01-21,523,0.24
REG05,BAT012,2025-01-21,665,0.57
REG05,BAT025,2025-01-22,516,0.68
REG05,BAT015,2025-01-22,2724,0.38
REG05,BAT019,2025-01-22,1029,0.88
REG05,BAT039,2025-01-22,326,0.59
REG05,BAT039,2025-01-22,176,
REG05,BAT012,2025-01-23,1916,0.25
REG05,BAT039,2025-01-24,2603,0.84
REG05,BAT030,2025-01-25,,0.65
REG05,BAT001,2025-01-25,916,0.26
REG05,BAT001,2025-01-26,340,0.2
REG05,BAT023,2025-01-28,913,0.47
REG05,BAT037,2025-01-28,1641,0.38
REG05,BAT019,2025-01-28,,0.84
REG05,BAT033,2025-01-29,2253,0.44
REG05,BAT010,2025-01-29,1711,0.69
REG05,BAT015,2025-01-29,2466,0.44
REG05,BAT015,2025-01-31,879,0.34
REG05,BAT021,2025-02-01,2869,0.31
REG05,BAT017,2025/02/02,2776,0.31
REG05,BAT012,2025-02-02,1050,0.52
REG05,BAT025,2025-02-02,2965,0.37
REG05,BAT012,2025-02-03,1468,0.92
REG05,BAT023,2025-02-04,1183,0.74
REG05,BAT039,2025-02-04,2798,
REG05,BAT025,2025-02-04,753,0.77
REG05,BAT017,2025-02-05,2959,0.11
REG05,BAT033,2025-02-05,1593,0.8
REG05,BAT010,2025-02-06,1551,2.11
REG05,BAT033,2025-02-07,398,0.48
REG05,BAT033,2025-02-07,1313,0.85
REG05,BAT012,2025-02-07,1335,0.36
REG05,BAT020,2025-02-08,1625,0.66
REG05,BAT009,2025-02-09,974,0.47
REG05,BAT023,2025-02-10,893,0.89
REG05,BAT023,2025-02-10,2223,0.32
REG05,BAT020,2025-02-11,900,0.3
REG05,BAT019,2025-02-11,1778,0.25
REG05,BAT005,2025-02-12,,0.54
REG05,BAT030,2025-02-12,1392,0.52
REG05,BAT010,2025-02-12,2040,0.57
REG05,BAT025,2025-02-12,1584,0.91
REG05,BAT019,2025-02-13,2717,1.29
REG05,BAT030,2025-02-13,2946,0.7
REG05,BAT017,2025-02-13,762,0.65
REG05,BAT017,2025-02-14,1264,0.58
REG05,BAT009,2025-02-15,1229,0.14
REG05,BAT023,2025-02-15,381,0.73
REG05,BAT039,2025-02-16,,0.36
REG05,BAT020,2025-02-17,2576,0.78
REG05,BAT037,2025-02-18,2180,0.94
REG05,BAT005,2025-02-18,,0.75
REG05,BAT023,2025-02-20,797,0.82
REG05,BAT030,2025-02-20,1081,0.16
REG05,BAT001,2025-02-20,2640,0.67
REG05,BAT001,2025-02-20,1760,0.84
REG05,BAT020,2025-02-21,2835,0.91
REG05,BAT021,2025-02-21,670,0.73
REG05,BAT039,2025-02-22,2808,0.71
REG05,BAT001,2025-02-22,2522,0.41
REG05,BAT025,2025-02-23,2790,0.95
REG05,BAT033,2025-02-25,2955,0.76
REG05,BAT005,2025-02-25,1198,0.86
REG05,BAT005,2025-02-26,1052,0.93
REG05,BAT039,2025-02-26,581,0.32
REG05,BAT019,2025-02-27,676,0.42
REG05,BAT019,2025-02-27,297,0.35
REG05,BAT005,2025-02-27,172,0.44
REG05,BAT021,2025-02-27,2775,0.83
REG05,BAT030,2025-02-27,1099,
REG05,BAT005,2025-02-28,1783,0.51
REG05,BAT030,2025-03-01,144,0.26
REG05,BAT017,2025-03-02,1621,0.85
REG05,BAT015,03/02/2025,2444,0.21
REG05,BAT009,2025-03-03,475,0.86
REG05,BAT021,2025-03-04,264,0.58
REG05,BAT012,2025-03-05,2875,0.79
REG05,BAT001,2025-03-06,1061,0.16
REG05,BAT012,2025-03-07,2484,0.67
REG05,BAT039,2025-03-08,1585,0.58
REG05,BAT001,2025-03-08,1072,0.94
REG05,BAT030,2025-03-08,2661,0.26
REG05,BAT019,2025-03-09,2346,0.52
REG05,BAT019,2025-03-09,437,0.38
REG05,BAT001,2025-03-09,277,0.91
REG05,BAT010,2025-03-10,1191,0.36
REG05,BAT023,2025-03-11,1299,0.34
REG05,BAT021,2025-03-11,2141,0.12
REG05,BAT017,2025-03-11,1798,0.5
REG05,BAT039,2025-03-12,2665,0.4
REG05,BAT025,2025-03-13,831,
REG05,BAT010,2025-03-13,1002,0.41
REG05,BAT023,2025-03-13,2499,0.23
REG05,BAT005,2025-03-13,1896,0.9
REG05,BAT017,2025-03-14,1222,0.86
REG05,BAT025,2025-03-14,2272,0.12
REG05,BAT025,2025-03-15,2139,0.4
REG05,BAT033,2025-03-15,909,
REG05,BAT015,2025-03-16,1401,0.14
REG05,BAT021,2025-03-16,1863,0.65
REG05,BAT023,2025-03-16,2061,
REG05,BAT010,2025-03-16,1361,0.68
REG05,BAT017,2025-03-16,1301,0.5
REG05,BAT019,2025-03-17,549,0.92
REG05,BAT019,2025-03-17,2649,0.1
REG05,BAT019,2025-03-17,2098,
REG05,BAT019,2025-03-17,1033,0.86
REG05,BAT023,2025-03-17,2028,0.46
REG05,BAT039,2025-03-18,2667,0.89
REG05,BAT017,2025-03-18,1902,0.8
REG05,BAT021,2025-03-19,,0.79
REG05,BAT009,2025-03-19,,0.33
REG05,BAT017,2025-03-19,1502,0.67
REG05,BAT005,2025-03-19,2983,0.65
REG05,BAT030,2025-03-19,2914,0.69
REG05,BAT023,2025-03-19,820,0.18
REG05,BAT012,2025-03-19,182,0.16
REG05,BAT017,2025-03-21,1373,0.16
REG05,BAT009,2025-03-21,1635,0.47
REG05,BAT020,2025-03-21,1536,0.82
REG05,BAT012,2025-03-21,1908,0.75
REG05,BAT025,2025-03-21,2270,0.81
REG05,BAT005,2025-03-23,2191,0.33
REG05,BAT019,2025-03-23,1912,0.25
REG05,BAT009,2025-03-24,386,0.19
REG05,BAT012,2025-03-25,2734,1.13
REG05,BAT017,2025-03-26,765,0.93
REG05,BAT017,2025-03-26,1534,0.43
REG05,BAT005,2025-03-26,772,0.21
REG05,BAT033,2025-03-26,2405,0.78
REG05,BAT017,2025-03-26,1186,0.84
REG05,BAT009,2025-03-26,2501,0.95
REG05,BAT030,2025-03-27,1534,0.44
REG05,BAT030,2025-03-27,1717,0.89
REG05,BAT001,2025-03-27,1282,
REG05,BAT017,2025-03-27,1563,1.35
REG05,BAT019,2025-03-29,1455,0.74
REG05,BAT005,2025-03-30,,0.14
REG05,BAT020,2025-03-30,306,0.29
REG05,BAT030,"Mar 31, 2025",2867,0.82
REG05,BAT025,2025-03-31,874,0.3
REG05,BAT005,2025-03-31,1187,0.58
REG05,BAT009,2025-03-31,1478,0.63
