id_region,id_batiment,date_rapport,emission_CO2_kg,taux_recyclage
REG06,BAT040,2025-03-01,683,0.45
REG06,BAT021,2025-03-02,1994,0.58
REG06,BAT034,2025-03-02,2242,0.85
REG06,BAT031,2025-03-02,2581,0.63
REG06,BAT022,2025-03-02,,0.83
REG06,BAT022,2025-03-02,316,0.79
REG06,BAT011,2025-03-02,1559,0.83
REG06,BAT016,2025-03-03,2861,0.24
REG06,BAT011,2025-03-03,114,0.53
REG06,BAT012,2025-03-04,591,0.42
REG06,BAT028,2025-03-04,1359,0.57
REG06,BAT021,2025-03-04,744,0.66
REG06,BAT026,2025-03-04,328,0.88
REG06,BAT024,2025-03-05,989,0.49
REG06,BAT024,2025-03-06,1390,0.32
REG06,BAT011,2025-03-06,306,0.1
REG06,BAT016,2025-03-06,881,0.32
REG06,BAT014,2025-03-06,1442,0.52
REG06,BAT012,2025-03-06,629,0.89
REG06,BAT031,2025-03-07,1051,0.65
REG06,BAT031,2025-03-07,2985,0.4
REG06,BAT011,"Mar 07, 2025",2833,0.59
REG06,BAT040,2025-03-07,1916,0.78
REG06,BAT018,2025-03-08,2864,0.44
REG06,BAT018,2025-03-08,2377,0.92
REG06,BAT031,2025-03-09,2081,0.69
REG06,BAT021,2025-03-10,2371,0.45
REG06,BAT026,2025-03-13,977,0.37
REG06,BAT040,2025-03-14,1628,0.23
REG06,BAT028,2025-03-14,2535,0.25
REG06,BAT034,2025-03-14,309,0.12
REG06,BAT016,2025-03-14,2323,0.36
REG06,BAT021,2025-03-15,2597,0.62
REG06,BAT040,2025-03-15,2028,0.71
REG06,BAT040,2025-03-15,2783,0.69
REG06,BAT040,2025-03-16,2566,
REG06,BAT021,2025-03-17,2251,0.78
REG06,BAT026,2025-03-17,2490,0.92
REG06,BAT028,2025-03-17,1732,0.64
REG06,BAT034,2025-03-17,782,1.32
REG06,BAT016,2025-03-18,1710,0.85
REG06,BAT024,2025-03-18,2847,0.12
REG06,BAT011,2025-03-19,404,0.14
REG06,BAT040,2025-03-19,,0.93
REG06,BAT036,2025-03-19,1056,0.23
REG06,BAT011,2025-03-20,2838,0.26
REG06,BAT040,2025-03-20,2682,0.15
REG06,BAT028,2025-03-20,124,0.59
REG06,BAT014,2025-03-21,1978,1.53
REG06,BAT022,2025-03-21,537,0.15
REG06,BAT036,2025-03-22,1183,0.59
REG06,BAT018,2025-03-22,1516,0.59
REG06,BAT022,2025-03-22,2943,0.52
REG06,BAT018,2025-03-22,156,0.93
REG06,BAT031,2025-03-23,2175,0.88
REG06,BAT018,2025-03-23,1598,0.47
REG06,BAT026,2025-03-23,1334,
REG06,BAT021,2025-03-24,137,0.42
REG06,BAT012,2025-03-24,982,0.71
REG06,BAT021,2025-03-25,1221,0.45
REG06,BAT012,2025-03-25,1565,0.91
REG06,BAT014,2025-03-26,1722,0.17
REG06,BAT024,2025-03-26,163,0.23
REG06,BAT024,2025-03-27,2307,0.5
REG06,BAT014,2025-03-27,1091,0.74
REG06,BAT018,2025-03-27,183,0.64
REG06,BAT011,2025-03-27,1820,0.93
REG06,BAT040,2025-03-28,406,0.77
REG06,BAT028,2025-03-30,1623,0.37
REG06,BAT040,2025-03-31,668,0.55
REG06,BAT034,2025-03-31,,0.36
REG06,BAT018,2025-03-31,1453,0.71
