id_region,id_batiment,date_rapport,emission_CO2_kg,taux_recyclage
REG03,BAT001,2025-01-22,2128,0.25
REG02,BAT002,2025-01-07,1104,0.84
REG01,BAT002,2025-01-03,718,0.18
REG03,BAT038,2025-01-29,1290,0.17
REG04,BAT019,2025-01-05,2087,0.23
REG02,BAT019,2025-01-26,1009,0.31
REG04,BAT023,2025-01-16,1151,0.65
REG04,BAT012,2025-01-06,212,0.33
REG02,BAT031,2025-01-08,1406,0.42
REG03,BAT025,2025-01-13,2307,0.74
REG01,BAT019,2025-01-15,1066,0.56
REG01,BAT028,2025-01-29,1860,0.51
REG03,BAT024,2025-01-07,1367,0.42
REG01,BAT006,2025-01-21,2106,0.37
REG01,BAT034,2025-01-24,521,0.35
REG03,BAT013,2025-01-08,452,0.83
REG04,BAT027,2025-01-04,494,0.3
REG03,BAT016,2025-01-28,1300,0.61
REG04,BAT012,2025-01-29,1606,0.75
REG05,BAT021,2025-01-20,2268,0.78
REG03,BAT029,2025-01-15,411,0.39
REG05,BAT017,2025-01-15,1545,0.8
REG05,BAT034,2025-01-14,2692,0.71
REG05,BAT008,2025-01-25,2050,0.76
REG04,BAT028,2025-01-07,862,0.14
REG02,BAT011,2025-01-20,1506,0.11
REG05,BAT027,2025-01-19,2023,0.65
REG03,BAT022,2025-01-19,2753,1.66
REG02,BAT010,2025-01-30,2807,0.34
REG04,BAT007,2025-01-29,743,0.24
REG05,BAT008,2025-01-29,901,0.9
REG02,BAT015,2025-01-09,1559,0.32
REG05,BAT004,2025-01-18,1366,0.26
REG05,BAT011,2025-01-07,1942,0.85
REG01,BAT034,2025-01-08,2294,0.19
REG05,BAT032,2025-01-21,1498,0.58
REG02,BAT008,2025-01-20,1829,0.29
REG04,BAT007,2025-01-17,158,0.67
REG04,BAT036,2025-01-10,2217,0.87
REG05,BAT031,2025-01-16,423,0.74
REG05,BAT002,2025-01-19,1490,0.29
REG01,BAT030,2025-01-11,1657,0.49
REG02,BAT017,2025-01-11,740,0.5
REG02,BAT016,2025-01-20,1786,0.87
REG02,BAT022,2025-01-28,1280,0.58
REG01,BAT036,2025-01-22,1503,0.45
REG05,BAT007,2025-01-15,215,0.79
REG01,BAT036,2025-01-21,1918,
REG03,BAT028,2025-01-28,2306,0.58
REG04,BAT015,2025-01-14,2997,0.25
REG01,BAT031,2025-01-22,582,0.58
REG03,BAT015,2025-01-20,450,0.37
REG01,BAT025,2025-01-05,1347,0.3
REG05,BAT020,2025-01-21,1757,0.64
REG02,BAT013,2025-01-17,590,0.13
REG01,BAT008,2025-01-03,634,0.37
REG03,BAT028,2025-01-17,1385,0.11
REG02,BAT024,2025-01-02,663,0.21
REG01,BAT008,2025-01-14,134,1.28
REG04,BAT007,2025-01-29,170,0.83
REG01,BAT033,2025-01-14,1609,0.22
REG01,BAT035,2025-01-11,1830,0.79
REG05,BAT021,2025-01-25,539,0.52
REG05,BAT039,2025-01-15,1013,0.5
REG05,BAT010,2025-01-18,2814,0.69
REG02,BAT016,2025-01-03,349,0.11
REG05,BAT028,2025-01-13,1449,0.76
REG04,BAT026,2025-01-05,2511,0.35
REG04,BAT023,2025-01-10,1923,0.4
REG05,BAT021,2025-01-17,1652,0.11
REG02,BAT032,2025-01-30,2460,0.76
REG02,BAT005,2025-01-13,2566,0.8
REG05,BAT022,2025-01-06,515,0.42
REG05,BAT011,2025-01-06,1942,0.64
REG04,BAT027,2025-01-09,2671,0.14
REG05,BAT008,2025-01-10,1020,0.46
REG04,BAT010,2025-01-26,1030,0.81
REG03,BAT038,2025-01-13,2062,0.31
REG05,BAT019,2025-01-30,787,0.66
REG05,BAT009,2025-01-02,1657,1.64
REG02,BAT002,2025-01-19,2090,0.72
REG01,BAT034,2025-01-11,2578,0.74
REG04,BAT001,2025-01-09,535,0.71
REG02,BAT015,2025-01-26,2578,0.45
REG04,BAT035,2025-01-19,1377,0.82
REG04,BAT003,2025-01-10,1902,0.61
REG01,BAT005,2025-01-01,1646,0.65
REG03,BAT011,2025-01-28,2626,0.48
REG01,BAT028,2025-01-20,1571,0.43
REG02,BAT020,2025-01-04,694,0.64
REG05,BAT013,2025-01-03,1419,0.61
REG04,BAT015,2025-01-17,,0.8
REG04,BAT003,2025-01-06,2776,0.47
REG03,BAT031,2025-01-12,784,0.52
REG04,BAT008,2025-01-09,1591,0.17
REG05,BAT007,2025-01-19,1557,0.5
REG02,BAT011,2025-01-28,620,0.35
REG02,BAT003,2025-01-13,943,0.76
REG03,BAT019,2025-01-12,2044,
REG01,BAT019,2025-01-14,834,0.4
REG04,BAT017,2025-01-15,974,0.38
REG05,BAT034,2025-01-11,2929,0.6
REG04,BAT006,2025-01-07,1910,0.53
REG05,BAT004,2025-01-01,1784,0.85
REG03,BAT040,2025-01-27,177,0.23
REG04,BAT024,2025-01-27,2827,0.5
REG05,BAT011,2025-01-09,1798,0.57
REG01,BAT033,2025-01-19,1721,0.38
REG05,BAT027,2025-01-13,1363,0.74
REG03,BAT002,2025-01-12,582,0.25
REG05,BAT009,2025-01-10,2079,0.71
REG01,BAT013,2025-01-20,1183,0.75
REG02,BAT024,2025-01-16,2456,0.68
REG02,BAT008,2025-01-05,1930,0.43
REG04,BAT037,2025-01-17,1750,0.34
REG02,BAT009,2025-01-17,1972,0.3
REG03,BAT037,2025-01-19,2632,0.13
REG02,BAT007,2025-01-03,327,0.77
REG01,BAT035,2025-01-25,1622,0.32
REG05,BAT035,2025-01-07,2814,0.43
REG04,BAT040,2025-01-05,2307,0.73
REG02,BAT023,2025-01-02,2702,0.54
REG02,BAT029,2025-01-12,2805,0.79
REG01,BAT006,2025-01-22,2783,0.27
REG02,BAT017,2025-01-11,1432,0.33
REG03,BAT020,2025-01-20,1568,0.32
REG04,BAT015,2025-01-28,2362,0.28
REG03,BAT014,2025-01-04,1422,0.59
REG03,BAT035,2025-01-20,2927,0.24
REG01,BAT005,2025-01-09,2766,0.67
REG03,BAT010,2025-01-17,1740,0.51
REG03,BAT039,01/01/2025,1357,0.11
REG02,BAT033,2025-01-12,1359,0.23
REG03,BAT030,2025-01-18,2568,0.69
REG01,BAT035,2025-01-30,2930,0.56
REG03,BAT029,2025-01-13,495,0.25
REG05,BAT012,2025-01-30,2041,0.78
REG03,BAT022,2025-01-17,649,0.87
REG02,BAT005,2025-01-04,755,0.82
REG04,BAT009,2025-01-07,1064,0.2
REG05,BAT036,2025-01-21,1934,0.69
REG05,BAT032,2025-01-28,249,0.69
REG03,BAT034,2025-01-14,1530,0.59
REG02,BAT010,2025-01-25,1283,0.22
REG05,BAT033,2025/01/13,697,0.13
REG04,BAT038,2025-01-17,2943,0.15
REG04,BAT024,2025-01-26,2061,0.55
REG02,BAT018,2025-01-26,2609,0.83
REG01,BAT028,2025-01-15,2157,0.25
REG04,BAT016,2025-01-30,1097,0.17
REG03,BAT003,2025-01-30,1559,0.1
REG02,BAT012,2025-01-16,2428,0.45
REG03,BAT021,2025-01-27,1426,0.43
REG02,BAT028,2025-01-16,655,0.79
REG03,BAT021,2025-01-02,1383,0.51
REG03,BAT039,2025-01-18,2834,0.17
REG01,BAT003,2025-01-05,2342,0.56
REG04,BAT017,2025-01-21,2099,0.53
REG04,BAT040,2025-01-15,2631,0.14
REG05,BAT004,2025-01-14,727,0.27
REG03,BAT014,2025-01-13,2908,0.52
REG04,BAT015,2025-01-14,2732,0.39
REG03,BAT018,2025-01-19,1738,0.23
REG05,BAT010,2025-01-17,2581,0.26
REG02,BAT016,2025-01-08,1776,0.69
REG03,BAT032,2025-01-21,2333,0.28
REG03,BAT006,2025-01-28,1067,0.5
REG02,BAT034,2025-01-16,1551,0.16
REG04,BAT037,2025-01-09,1979,0.18
REG01,BAT040,2025-01-22,1229,0.24
REG05,BAT030,2025-01-21,578,0.4
REG03,BAT025,2025-01-23,2538,0.1
REG02,BAT021,2025-01-26,1642,0.14
REG04,BAT025,2025-01-04,2055,0.39
REG04,BAT001,2025-01-17,1073,
REG02,BAT006,2025-01-05,879,0.73
REG02,BAT039,2025-01-26,304,0.46
REG01,BAT014,2025-01-16,335,0.5
REG04,BAT037,2025-01-02,1300,0.16
REG02,BAT023,2025-01-14,2236,0.3
REG05,BAT025,2025-01-27,182,0.27
REG04,BAT012,2025-01-03,2754,
REG02,BAT004,2025-01-02,1060,0.16
REG01,BAT038,2025-01-23,609,0.76
REG05,BAT038,2025-01-08,958,0.19
REG05,BAT037,2025-01-18,376,
REG01,BAT034,2025-01-13,1340,0.58
REG01,BAT016,2025-01-19,2983,0.48
REG02,BAT027,2025-01-16,2895,0.19
REG03,BAT011,2025-01-30,1553,0.29
REG01,BAT019,2025-01-07,1371,0.39
REG02,BAT004,2025-01-21,2141,0.55
REG01,BAT038,2025-01-30,1101,0.41
REG04,BAT036,2025-01-24,1017,0.71
REG03,BAT016,2025-01-15,1231,0.48
REG01,BAT002,2025-01-21,1072,0.26
REG01,BAT021,2025-01-22,731,0.62
REG02,BAT033,2025-01-27,2153,0.41
REG02,BAT031,2025-01-10,973,0.63
REG05,BAT005,2025-01-24,148,0.72
REG05,BAT009,2025-01-27,2524,0.2
REG01,BAT007,2025-01-15,2176,0.71
REG01,BAT010,2025-01-13,129,0.55
REG05,BAT011,2025-01-22,2594,0.54
REG04,BAT019,2025-01-20,2880,0.26
REG05,BAT011,2025-01-23,1792,0.18
REG03,BAT009,2025-01-12,1998,0.46
REG02,BAT005,2025-01-28,1141,0.19
REG04,BAT002,2025-01-03,1026,0.14
REG02,BAT012,2025-01-10,2985,0.72
REG04,BAT007,2025-01-06,1651,0.22
REG02,BAT021,2025-01-12,1759,0.85
REG02,BAT020,2025-01-14,2909,0.18
REG01,BAT004,2025-01-08,856,
REG05,BAT003,2025-01-15,1619,0.11
REG03,BAT034,2025-01-26,2476,0.24
REG02,BAT005,2025-01-21,909,0.7
REG02,BAT020,2025-01-22,2813,0.88
REG04,BAT022,2025-01-22,158,0.64
REG02,BAT024,2025-01-07,1658,0.32
REG03,BAT036,2025-01-28,1203,0.53
REG04,BAT009,2025-01-09,2441,0.75
REG01,BAT001,2025-01-18,2040,0.56
REG01,BAT003,2025-01-20,1758,0.72
REG05,BAT006,2025-01-25,2402,0.33
REG03,BAT022,2025-01-18,1450,0.45
REG01,BAT025,2025-01-28,1055,0.51
REG01,BAT012,2025-01-23,1209,0.18
REG03,BAT016,2025-01-29,796,0.74
REG04,BAT004,2025-01-11,126,0.68
REG02,BAT038,2025-01-13,880,0.44
REG01,BAT015,2025-01-10,484,0.75
REG02,BAT003,2025-01-05,2140,0.34
REG01,BAT036,2025-01-12,1485,0.59
REG05,BAT012,2025-01-02,1719,0.36
REG04,BAT020,2025-01-09,1359,0.64
REG05,BAT016,2025-01-18,1179,0.4
REG01,BAT028,2025-01-16,1821,0.65
REG05,BAT008,2025-01-19,1257,0.53
REG01,BAT035,2025-01-29,323,0.23
REG02,BAT034,2025-01-21,1521,0.13
REG03,BAT001,2025-01-14,2293,0.66
REG04,BAT024,2025-01-05,1523,0.72
REG04,BAT014,2025-01-13,2073,0.85
REG01,BAT018,2025-01-05,1832,0.35
REG05,BAT004,2025-01-22,2168,0.61
REG01,BAT023,2025-01-21,1953,0.58
REG03,BAT002,2025-01-05,1949,0.3
REG02,BAT012,2025-01-08,233,0.64
REG02,BAT015,2025-01-02,1890,0.37
REG03,BAT032,2025-01-08,2585,0.36
REG04,BAT034,2025-01-11,2553,0.13
REG01,BAT035,2025-01-18,2879,0.88
REG05,BAT040,2025-01-19,1995,0.15
REG03,BAT008,2025/01/02,2619,0.4
REG02,BAT020,2025-01-23,2962,0.44
REG01,BAT014,2025-01-22,2474,0.29
REG03,BAT002,2025-01-27,629,0.32
REG02,BAT008,2025-01-01,215,0.44
REG05,BAT010,2025-01-04,418,0.72
REG01,BAT023,2025-01-03,467,0.75
REG04,BAT030,2025-01-01,310,0.36
REG03,BAT025,2025-01-23,1518,0.19
REG02,BAT015,2025-01-05,1181,0.76
REG03,BAT020,2025-01-08,168,0.34
REG02,BAT034,2025-01-21,2036,0.66
REG04,BAT018,2025-01-05,366,0.3
REG03,BAT012,2025-01-22,1653,0.79
REG03,BAT035,2025-01-26,2397,0.88
REG05,BAT038,2025-01-10,992,0.51
REG04,BAT030,2025-01-09,2050,0.76
REG04,BAT002,2025-01-12,2349,0.48
REG03,BAT025,2025-01-26,2821,0.58
REG04,BAT038,2025-01-20,568,0.86
REG01,BAT011,2025-01-10,495,0.21
REG05,BAT016,2025-01-15,1861,0.34
REG05,BAT040,2025-01-25,503,0.77
REG03,BAT010,2025-01-24,506,0.12
REG01,BAT033,2025-01-21,2758,0.8
REG04,BAT019,2025-01-01,260,0.73
REG01,BAT024,2025-01-09,1960,0.74
REG01,BAT003,2025-01-11,2547,0.59
REG02,BAT002,2025-01-20,841,0.14
REG03,BAT014,2025-01-07,1534,0.54
REG03,BAT030,2025-01-02,1319,0.62
REG01,BAT034,2025-01-06,2637,0.73
REG05,BAT005,2025-01-09,2886,0.75
REG05,BAT033,2025-01-20,2681,0.57
REG01,BAT025,2025-01-23,528,0.29
REG03,BAT009,2025-01-28,131,0.37
REG03,BAT026,2025-01-08,2369,0.79
REG01,BAT028,2025-01-20,1284,0.79
REG05,BAT033,2025-01-20,191,0.54
REG05,BAT034,2025-01-18,2578,0.16
REG02,BAT008,2025-01-25,2292,0.21
REG03,BAT032,2025-01-09,2661,0.67
REG02,BAT010,2025-01-30,851,0.26
REG02,BAT029,2025-01-02,1268,0.65
REG05,BAT009,2025-01-19,2760,0.15
REG03,BAT036,2025-01-02,1339,0.19
REG05,BAT034,2025-01-17,571,0.86
REG02,BAT036,2025-01-09,1213,0.11
REG02,BAT001,2025-01-10,1518,0.43
REG05,BAT037,2025-01-25,1112,0.14
REG03,BAT013,2025-01-11,1442,0.88
REG04,BAT017,2025-01-09,2390,0.27
REG05,BAT001,2025-01-27,755,0.83
REG04,BAT032,2025-01-30,528,0.55
REG03,BAT011,2025-01-29,401,0.7
REG05,BAT015,2025-01-23,1698,0.78
REG03,BAT005,2025-01-05,651,0.13
REG02,BAT036,2025-01-07,703,
REG01,BAT008,2025-01-20,1397,0.19
REG01,BAT022,2025-01-03,1174,0.87
REG01,BAT038,2025-01-20,247,0.34
REG04,BAT007,2025-01-23,1931,0.49
REG05,BAT036,2025-01-22,1317,0.39
REG04,BAT035,2025-01-02,1675,0.64
REG04,BAT001,2025-01-17,1930,0.71
REG05,BAT025,2025-01-25,117,0.22
REG03,BAT013,2025-01-07,2316,0.51
REG01,BAT036,2025-01-23,1617,0.52
REG03,BAT021,2025-01-01,2512,0.28
REG04,BAT016,2025-01-14,1575,0.53
REG03,BAT014,2025-01-22,749,0.57
REG02,BAT010,2025-01-10,525,0.72
REG03,BAT012,2025-01-16,2141,0.13
REG01,BAT040,2025-01-09,1586,0.4
REG02,BAT008,2025-01-07,1123,0.89
REG01,BAT034,2025-01-16,953,0.62
REG05,BAT008,2025-01-10,2130,0.38
REG05,BAT024,2025-01-03,1637,0.25
REG04,BAT010,2025-01-12,1745,0.58
REG01,BAT010,2025-01-25,236,0.77
REG02,BAT009,2025-01-01,770,0.38
REG02,BAT022,2025-01-26,563,0.86
REG01,BAT018,2025-01-30,544,0.35
REG01,BAT007,2025-01-26,879,0.27
REG04,BAT027,2025-01-29,1853,0.19
REG02,BAT039,2025-01-25,2497,0.78
REG05,BAT003,2025-01-26,2630,0.31
REG04,BAT026,2025-01-10,1163,0.69
REG02,BAT010,2025-01-27,2974,0.42
REG02,BAT023,2025-01-24,2190,0.72
REG04,BAT019,2025-01-15,1953,0.14
REG01,BAT009,2025-01-11,461,0.38
REG02,BAT033,2025-01-29,2046,0.78
REG04,BAT025,2025-01-10,2867,0.5
REG04,BAT014,2025-01-20,2983,0.28
REG03,BAT040,2025-01-13,2798,0.69
REG04,BAT028,2025-01-10,237,0.21
REG05,BAT029,2025-01-11,1422,0.63
REG05,BAT012,2025-01-05,2335,0.55
REG01,BAT011,2025-01-14,1534,0.5
REG05,BAT016,2025-01-10,1796,0.37
REG02,BAT026,2025-01-16,406,0.72
REG04,BAT012,2025-01-15,246,0.33
REG05,BAT012,2025-01-18,2121,0.74
REG04,BAT016,2025-01-16,618,0.21
REG01,BAT027,2025-01-09,2382,0.63
REG01,BAT023,2025-01-18,2845,0.53
REG03,BAT036,2025-01-27,2675,0.71
REG05,BAT028,2025-01-25,1589,0.48
REG01,BAT009,2025-01-26,565,0.76
REG03,BAT037,2025-01-29,1585,0.57
REG03,BAT028,2025-01-04,2081,0.27
REG02,BAT015,2025-01-25,374,0.43
REG02,BAT011,2025-01-25,1772,0.21
REG01,BAT007,2025-01-27,2143,0.14
REG04,BAT038,2025-01-30,1484,0.39
REG05,BAT026,2025-01-19,1075,0.2
REG02,BAT007,2025-01-17,2291,0.52
REG01,BAT030,2025-01-06,2955,0.48
REG03,BAT003,2025-01-11,1477,0.22
REG05,BAT033,2025-01-12,2299,0.54
REG05,BAT035,2025-01-02,1361,0.36
REG05,BAT040,2025-01-14,2937,0.26
REG02,BAT023,2025-01-02,1359,0.39
REG02,BAT001,2025-01-05,503,0.59
REG03,BAT013,2025-01-28,2797,0.5
REG05,BAT025,2025-01-03,778,0.25
REG04,BAT017,2025-01-09,1519,0.4
REG05,BAT002,2025-01-10,1761,0.18
REG05,BAT034,2025-01-06,2263,0.67
REG05,BAT003,2025-01-20,1205,0.26
REG05,BAT018,2025-01-30,1567,0.62
REG04,BAT016,2025-01-05,2043,0.2
REG03,BAT031,2025-01-20,2008,0.77
REG05,BAT011,2025-01-28,2097,0.21
REG02,BAT010,2025-01-30,2897,0.63
REG05,BAT033,2025-01-04,503,0.89
REG02,BAT007,2025-01-18,2322,0.2
REG01,BAT009,2025-01-01,1290,0.48
REG01,BAT003,2025-01-05,1775,0.45
REG04,BAT017,2025-01-24,392,0.65
REG05,BAT034,2025-01-01,1026,0.47
REG01,BAT002,2025-01-10,2599,0.55
REG03,BAT027,2025-01-18,837,0.17
REG01,BAT039,2025-01-23,2138,0.64
REG04,BAT020,2025-01-27,995,0.66
REG03,BAT040,2025-01-13,2301,0.52
REG02,BAT013,2025-01-07,1847,0.74
REG02,BAT006,2025-01-17,2996,0.4
REG01,BAT022,2025-01-22,316,0.68
REG02,BAT015,2025-01-26,1358,0.6
REG03,BAT030,2025-01-28,456,0.59
REG02,BAT032,2025-01-02,782,0.22
REG03,BAT009,2025-01-14,1919,0.56
REG04,BAT040,2025-01-28,344,0.85
REG04,BAT036,2025-01-19,1249,0.38
REG05,BAT024,2025-01-17,1772,0.59
REG01,BAT019,2025-01-23,663,0.72
REG01,BAT012,2025-01-21,921,0.34
REG03,BAT028,2025-01-26,1873,0.47
REG05,BAT036,2025-01-23,926,0.83
REG04,BAT018,2025-01-28,,0.39
REG03,BAT006,2025-01-02,877,0.62
REG04,BAT012,2025-01-15,2055,0.29
REG05,BAT018,2025-01-02,2938,0.58
REG04,BAT025,2025-01-03,1904,0.37
REG02,BAT017,2025-01-01,732,0.14
REG01,BAT015,2025-01-28,2533,0.64
REG03,BAT035,2025-01-03,2476,0.49
REG02,BAT009,2025-01-07,783,0.24
REG03,BAT032,2025-01-19,,0.67
REG05,BAT022,2025-01-17,2828,0.39
REG04,BAT031,2025-01-20,1131,0.36
REG04,BAT010,2025-01-28,1946,0.54
REG04,BAT016,2025-01-10,996,0.59
REG05,BAT018,2025-01-27,754,0.59
REG05,BAT025,2025-01-04,963,0.39
REG05,BAT030,2025-01-03,1119,0.26
REG01,BAT037,2025-01-19,1672,0.31
REG02,BAT036,2025-01-17,2444,0.38
REG03,BAT019,2025-01-08,1376,0.56
REG04,BAT002,2025-01-26,292,0.55
REG02,BAT022,2025-01-15,301,0.88
REG02,BAT032,2025-01-08,1420,0.76
REG03,BAT016,2025-01-18,1520,0.46
REG05,BAT025,2025-01-30,265,0.82
REG03,BAT025,2025-01-05,1482,0.24
REG05,BAT025,2025-01-02,593,0.63
REG01,BAT028,2025-01-04,1446,0.2
REG01,BAT033,2025-01-24,188,0.44
REG02,BAT021,2025-01-15,2249,0.66
REG04,BAT024,2025-01-15,1770,0.65
REG04,BAT026,2025-01-30,375,0.88
REG04,BAT030,2025-01-10,2485,0.46
REG03,BAT038,2025-01-18,,0.82
REG01,BAT031,2025-01-03,2150,0.35
REG04,BAT005,2025-01-17,259,0.63
REG03,BAT001,2025-01-30,1941,0.39
REG03,BAT011,2025-01-24,1412,0.19
REG01,BAT037,2025-01-15,2816,0.72
REG01,BAT034,2025-01-09,894,0.6
REG01,BAT036,2025-01-11,2117,0.76
REG01,BAT012,2025-01-23,,0.54
REG05,BAT011,2025-01-27,758,0.65
REG04,BAT004,2025-01-25,398,0.64
REG02,BAT023,2025-01-05,2321,0.76
REG05,BAT002,2025-01-06,412,0.45
REG02,BAT011,2025-01-26,2165,0.53
REG04,BAT019,2025-01-10,1885,0.54
REG04,BAT015,2025-01-02,517,0.74
REG03,BAT032,2025-01-10,812,0.44
REG03,BAT010,2025-01-05,1893,0.58
REG04,BAT040,2025-01-18,1682,0.86
REG03,BAT024,2025-01-08,2188,0.45
REG04,BAT014,2025-01-15,2995,0.51
REG01,BAT023,2025-01-16,1240,0.58
REG03,BAT028,2025-01-29,592,0.51
REG05,BAT006,2025-01-22,1484,0.38
REG01,BAT016,2025-01-24,2200,0.7
REG03,BAT007,2025-01-22,2797,0.44
REG03,BAT001,2025-01-18,676,0.71
REG04,BAT010,2025-01-11,2236,0.19
REG02,BAT009,2025-01-08,440,0.49
REG05,BAT015,2025-01-23,2464,0.45
REG02,BAT029,2025-01-26,728,0.84
REG04,BAT024,2025-01-06,1446,0.76
REG04,BAT015,2025-01-03,2886,0.12
REG04,BAT022,2025-01-04,2507,0.7
REG04,BAT027,2025-01-02,2267,0.85
REG02,BAT007,2025-01-04,2807,0.45
REG01,BAT007,2025-01-17,566,0.3
REG02,BAT012,2025-01-08,2487,0.87
REG05,BAT024,01/14/2025,1140,0.33
REG02,BAT019,2025-01-08,2702,0.35
REG04,BAT011,2025-01-26,1776,0.83
REG01,BAT035,2025-01-02,1341,0.78
REG05,BAT018,2025-01-02,2326,0.19
REG01,BAT013,2025-01-14,648,0.18
REG03,BAT037,2025-01-16,1438,0.3
REG03,BAT010,2025-01-29,2767,0.32
REG03,BAT010,2025-01-02,1242,0.76
REG05,BAT027,2025-01-20,1153,0.42
REG01,BAT021,2025-01-30,2518,0.89
REG01,BAT036,2025-01-28,2571,0.35
REG02,BAT001,2025-01-05,1174,0.78
REG01,BAT031,2025-01-16,2429,0.74
REG04,BAT010,2025-01-30,402,0.19
REG03,BAT032,2025-01-01,1732,0.48
REG01,BAT008,2025-01-05,336,0.3
REG03,BAT022,2025-01-09,551,0.84
REG02,BAT036,2025-01-04,1144,0.75
REG05,BAT018,2025-01-17,544,0.34
REG04,BAT017,2025-01-16,1823,0.87
REG03,BAT001,2025-01-04,193,0.24
REG02,BAT032,2025-01-17,1592,0.54
REG01,BAT013,2025-01-06,1640,0.2
REG01,BAT032,2025-01-26,2397,0.28
REG01,BAT028,2025-01-16,2022,0.58
REG04,BAT034,2025-01-12,2220,0.85
REG05,BAT019,2025-01-24,682,0.67
REG05,BAT012,2025-01-08,1707,0.64
REG02,BAT031,2025-01-11,2973,0.67
REG04,BAT005,2025-01-22,1213,0.28
REG04,BAT019,2025-01-15,2989,0.21
REG01,BAT023,2025-01-20,1407,0.56
REG04,BAT019,2025-01-12,1343,0.4
