id_region,id_batiment,date_rapport,emission_CO2_kg,taux_recyclage
REG04,BAT035,2025-01-25,887,0.46
REG04,BAT038,2025-01-25,1444,0.79
REG04,BAT024,2025-01-25,1540,0.13
REG04,BAT019,2025-01-25,945,0.64
REG04,BAT025,2025-01-25,2348,0.78
REG04,BAT019,2025-01-26,1269,0.72
REG04,BAT007,2025-01-26,422,0.95
REG04,BAT018,2025-01-26,2299,0.68
REG04,BAT039,2025-01-27,,0.57
REG04,BAT025,2025-01-28,2530,0.59
REG04,BAT013,2025-01-28,1186,0.62
REG04,BAT019,2025-01-28,2249,0.84
REG04,BAT038,2025-01-29,943,0.93
REG04,BAT039,2025-01-30,198,0.48
REG04,BAT013,2025-01-30,1566,0.48
REG04,BAT035,2025-01-30,2906,0.68
REG04,BAT008,2025-01-30,298,0.29
REG04,BAT038,2025-02-01,735,0.18
REG04,BAT025,2025-02-01,166,0.35
REG04,BAT038,2025-02-01,552,0.94
REG04,BAT007,2025-02-01,2850,2.28
REG04,BAT038,2025-02-02,2740,0.45
REG04,BAT019,2025-02-03,1109,0.6
REG04,BAT007,2025-02-03,318,0.11
REG04,BAT025,2025-02-04,1155,0.4
REG04,BAT007,2025-02-04,1007,0.43
REG04,BAT008,2025-02-04,1076,0.16
REG04,BAT038,2025-02-05,2358,0.46
REG04,BAT013,2025-02-05,451,0.64
REG04,BAT008,2025-02-05,548,0.15
REG04,BAT039,2025-02-06,1843,1.87
REG04,BAT032,2025-02-07,2332,0.88
REG04,BAT024,2025-02-07,,0.74
REG04,BAT035,2025-02-07,2394,0.82
REG04,BAT025,2025-02-07,2278,0.89
REG04,BAT019,2025-02-08,2358,0.2
REG04,BAT032,2025-02-08,2549,0.82
REG04,BAT035,2025-02-08,1500,0.95
REG04,BAT038,2025-02-09,662,0.33
REG04,BAT032,2025-02-09,2462,0.15
REG04,BAT032,2025-02-09,859,0.85
REG04,BAT038,2025-02-10,1210,0.43
REG04,BAT035,2025-02-10,705,0.45
REG04,BAT038,2025-02-10,1303,0.15
REG04,BAT035,2025-02-11,211,0.47
REG04,BAT038,2025-02-12,623,0.9
REG04,BAT008,2025-02-12,630,0.27
REG04,BAT013,2025-02-12,2530,0.34
REG04,BAT018,2025-02-13,2906,0.44
REG04,BAT035,2025-02-13,631,0.71
REG04,BAT025,"Feb 13, 2025",2096,0.4
REG04,BAT008,2025-02-14,747,0.48
REG04,BAT038,2025-02-15,1045,0.23
REG04,BAT019,2025-02-15,2450,0.33
REG04,BAT008,2025-02-15,2738,
REG04,BAT025,2025-02-15,1797,0.29
REG04,BAT007,2025-02-15,2813,0.68
REG04,BAT038,2025-02-16,2202,0.86
REG04,BAT024,2025-02-17,1762,0.92
REG04,BAT007,2025-02-17,302,0.32
REG04,BAT013,2025-02-17,2155,0.7
REG04,BAT039,2025-02-18,,0.79
REG04,BAT032,2025-02-18,2592,0.43
REG04,BAT008,2025-02-19,1206,0.37
REG04,BAT008,2025-02-20,676,0.14
REG04,BAT024,2025-02-21,2707,0.56
REG04,BAT007,2025-02-22,2792,0.82
REG04,BAT038,2025-02-22,828,0.9
REG04,BAT025,2025-02-22,2902,0.22
REG04,BAT008,2025-02-22,351,0.67
REG04,BAT038,2025-02-23,1812,0.72
REG04,BAT024,2025-02-23,273,1.51
REG04,BAT025,2025-02-23,653,0.41
REG04,BAT007,2025-02-23,279,0.45
REG04,BAT019,2025-02-24,2152,0.81
REG04,BAT025,2025-02-24,2709,0.68
REG04,BAT018,2025-02-24,2147,0.86
REG04,BAT007,2025-02-25,1952,0.76
REG04,BAT032,2025-02-25,166,0.59
REG04,BAT038,2025-02-25,1903,0.24
REG04,BAT018,2025-02-27,1997,0.13
REG04,BAT035,2025-02-28,1891,0.86
REG04,BAT007,2025-02-28,1721,0.68
REG04,BAT018,2025-03-01,2086,
REG04,BAT008,2025-03-03,2925,0.78
REG04,BAT007,2025-03-03,416,0.19
REG04,BAT024,2025-03-03,702,0.24
REG04,BAT013,2025-03-04,961,0.48
REG04,BAT007,2025-03-04,1301,0.72
REG04,BAT008,2025-03-04,1925,0.89
REG04,BAT018,2025-03-05,352,
REG04,BAT039,05-03-2025,1037,0.72
REG04,BAT013,2025-03-07,1284,0.7
REG04,BAT025,2025-03-07,142,0.6
REG04,BAT032,2025-03-08,2297,0.83
REG04,BAT007,2025-03-09,1089,0.58
REG04,BAT032,2025-03-09,951,0.83
REG04,BAT038,2025-03-09,1298,0.62
REG04,BAT024,2025-03-10,1938,0.88
REG04,BAT038,2025-03-11,343,0.57
REG04,BAT008,2025-03-11,2973,
REG04,BAT038,2025-03-11,1193,2.29
REG04,BAT024,2025-03-11,2698,0.38
REG04,BAT018,2025-03-12,1102,0.88
REG04,BAT025,2025-03-12,1712,0.84
REG04,BAT019,2025-03-12,679,0.63
REG04,BAT013,2025-03-14,,0.67
REG04,BAT019,2025-03-14,1670,0.82
REG04,BAT008,2025-03-14,946,0.53
REG04,BAT018,2025-03-15,2405,0.78
REG04,BAT038,2025-03-15,2018,0.42
REG04,BAT024,2025-03-16,237,0.49
REG04,BAT013,2025/03/16,475,0.86
REG04,BAT038,2025-03-17,,0.26
REG04,BAT019,2025-03-17,586,
REG04,BAT007,2025-03-17,2229,0.83
REG04,BAT038,2025-03-18,2504,0.51
REG04,BAT035,2025-03-19,2786,0.24
REG04,BAT008,2025-03-19,1179,0.29
REG04,BAT032,2025-03-20,1765,0.67
REG04,BAT024,2025-03-20,101,
REG04,BAT013,2025-03-21,1139,0.56
REG04,BAT039,2025-03-21,2827,0.73
REG04,BAT032,2025-03-21,699,0.23
REG04,BAT039,2025-03-22,594,0.92
REG04,BAT019,2025-03-22,1847,0.13
REG04,BAT013,2025-03-22,636,0.93
REG04,BAT007,2025-03-23,389,0.71
REG04,BAT018,2025-03-23,1658,0.27
REG04,BAT035,2025-03-24,468,0.13
REG04,BAT019,2025-03-24,123,0.76
REG04,BAT008,2025-03-24,2713,0.4
REG04,BAT035,2025-03-25,1684,0.5
REG04,BAT024,2025-03-26,2929,
REG04,BAT008,2025-03-26,1072,0.82
REG04,BAT007,2025-03-27,1837,0.25
REG04,BAT025,2025-03-27,875,2.05
REG04,BAT018,2025-03-27,599,0.32
REG04,BAT013,2025-03-27,1539,0.74
REG04,BAT007,2025-03-28,,0.23
REG04,BAT018,2025-03-29,,0.33
REG04,BAT038,2025-03-29,1801,0.2
REG04,BAT024,2025-03-30,1987,0.55
